location,size,total_sqft,price,category,bhk,price_per_sqft
Panathur,3 BHK,1315,5480000,Rural,3,4167.30038
Kariyammana Agrahara,3 BHK,1800,9000000,Urban,3,5000
Hessarghatta,5 Bedroom,1600,12500000,Rural,5,7812.5
TC Palaya,3 BHK,1600,6500000,Rural,3,4062.5
Binnamangala,6 Bedroom,3968,90000000,Rural,6,22681.45161
Suraksha Nagar,3 BHK,1563,5200000,Urban,3,3326.935381
Whitefield,3 BHK,1560,7200000,Urban,3,4615.384615
Brookefield,3 BHK,2169,11500000,Rural,3,5301.98248
Lakshmi Layout,9 Bedroom,900,17000000,Urban,9,18888.88889
Rachenahalli,2 BHK,1050,5550000,Urban,2,5285.714286
Iblur Village,3 BHK,3235,23500000,Rural,3,7264.296754
TC Palaya,3 Bedroom,1200,6600000,Rural,3,5500
HSR Layout,2 BHK,1140,4600000,Urban,2,4035.087719
7th Phase JP Nagar,3 Bedroom,1500,17000000,Urban,3,11333.33333
Horamavu Agara,3 BHK,1560,7500000,Urban,3,4807.692308
JP Nagar,2 BHK,1100,7000000,Urban,2,6363.636364
Kasavanhalli,3 BHK,1260,4032000,Urban,3,3200
Hebbal,2 BHK,1036,5000000,Urban,2,4826.254826
Akshaya Nagar,3 BHK,1662,8510000,Urban,3,5120.336943
Yelachenahalli,3 BHK,1464,10500000,Urban,3,7172.131148
Yelahanka,2 BHK,1234,8000000,Urban,2,6482.982172
Sarjapur  Road,3 BHK,1403,5500000,Urban,3,3920.171062
Kadugondanahalli,4 Bedroom,915,5490000,Urban,4,6000
2nd Stage Nagarbhavi,6 Bedroom,3000,45100000,Urban,6,15033.33333
Seegehalli,3 BHK,1150,4290000,Urban,3,3730.434783
Hebbal,4 BHK,3900,41000000,Urban,4,10512.82051
Yeshwanthpur,5 Bedroom,850,9000000,Rural,5,10588.23529
Kanakapura,2 BHK,929,4600000,Urban,2,4951.560818
2nd Stage Nagarbhavi,6 Bedroom,2400,45000000,Urban,6,18750
TC Palaya,3 Bedroom,1350,7500000,Rural,3,5555.555556
Vasanthapura,2 BHK,1135,3973000,Urban,2,3500.440529
Basava Nagar,2 BHK,1405,7000000,Urban,2,4982.206406
Whitefield,2 Bedroom,1200,4584000,Urban,2,3820
Haralur Road,4 BHK,2805,15400000,Urban,4,5490.196078
Yeshwanthpur,2 BHK,1161,6408000,Rural,2,5519.379845
Kanakpura Road,2 BHK,1290,7400000,Urban,2,5736.434109
Yeshwanthpur,3 BHK,2557,14100000,Rural,3,5514.27454
2nd Block Hrbr Layout,3 BHK,1480,9000000,Urban,3,6081.081081
BTM 1st Stage,9 Bedroom,3300,50000000,Rural,9,15151.51515
Old Madras Road,3 BHK,1350,5454000,Urban,3,4040
Kadugodi,3 BHK,1580,6500000,Rural,3,4113.924051
Banashankari,3 BHK,1470,8864000,Urban,3,6029.931973
Ananth Nagar,1 BHK,500,1400000,Urban,1,2800
Sarjapur  Road,2 BHK,1346,6192000,Urban,2,4600.297177
Canara Bank Layout,3 BHK,1600,9000000,Urban,3,5625
Naganathapura,2 BHK,720,12000000,Urban,2,16666.66667
Manjunath Nagar,4 Bedroom,1200,13500000,Urban,4,11250
Basapura,2 BHK,1200,3500000,Urban,2,2916.666667
Channasandra,3 BHK,1340,4833000,Rural,3,3606.716418
Devanahalli,4 Bedroom,6136,56000000,Urban,4,9126.466754
Jigani,2 BHK,918,4800000,Rural,2,5228.75817
Singena Agrahara,3 Bedroom,1500,11500000,Urban,3,7666.666667
Yelahanka,2 BHK,1315,8500000,Urban,2,6463.878327
Sector 1 HSR Layout,4 Bedroom,2400,77500000,Urban,4,32291.66667
Uttarahalli,3 BHK,1390,6255000,Urban,3,4500
Uttarahalli,3 BHK,1330,5600000,Urban,3,4210.526316
Jalahalli,5 BHK,3100,26500000,Urban,5,8548.387097
Mango Garden Layout,3 BHK,1824,12500000,Urban,3,6853.070175
7th Phase JP Nagar,3 BHK,1420,9600000,Urban,3,6760.56338
Kacharakanahalli,1 Bedroom,750,5625000,Urban,1,7500
Jalahalli East,3 BHK,1260,6000000,Urban,3,4761.904762
Hennur Road,3 BHK,1561,9500000,Urban,3,6085.842409
5th Phase JP Nagar,9 Bedroom,812,16500000,Urban,9,20320.19704
"Bidere Agarahara, Behind Safal market",2 BHK,1060,4200000,Urban,2,3962.264151
Hoodi,8 Bedroom,1120,14500000,Rural,8,12946.42857
Haralur Road,2 BHK,1225,6738000,Urban,2,5500.408163
Thanisandra,3 BHK,2144,13500000,Rural,3,6296.641791
Kengeri,7 Bedroom,1200,14000000,Rural,7,11666.66667
Electronic City,2 BHK,880,2900000,Urban,2,3295.454545
Hoodi,3 BHK,1639,11000000,Rural,3,6711.409396
Thanisandra,3 BHK,1240,6200000,Rural,3,5000
Kanakpura Road,2 BHK,1500,6900000,Urban,2,4600
Haralur Road,2 BHK,1243,4600000,Urban,2,3700.724055
Marathahalli,3 BHK,1575,7800000,Urban,3,4952.380952
Haralur Road,2 BHK,1027,4400000,Urban,2,4284.323272
Kambipura,3 BHK,1082,5600000,Urban,3,5175.600739
Konanakunte,3 BHK,1637,7300000,Rural,3,4459.376909
Kanakpura Road,3 BHK,1665,8658000,Urban,3,5200
Electronic City,2 BHK,1265,5693000,Urban,2,4500.395257
Electronic City,3 BHK,1691,10200000,Urban,3,6031.933767
Thanisandra,2 BHK,1100,3800000,Rural,2,3454.545455
Grihalakshmi Layout,5 Bedroom,24,15000000,Urban,5,625000
Gopalkrishna Nagar,3 Bedroom,1500,6200000,Urban,3,4133.333333
Hosakerehalli,4 BHK,3205,38000000,Urban,4,11856.47426
Kammanahalli,5 Bedroom,1666,15000000,Urban,5,9003.601441
Choodasandra,2 BHK,1115,5000000,Rural,2,4484.304933
Mysore Road,2 BHK,1070,4500000,Urban,2,4205.607477
Indira Nagar,2 BHK,1128,10500000,Urban,2,9308.510638
Budigere,2 BHK,1162,5700000,Rural,2,4905.335628
Sai Gardens,2 BHK,1339,5500000,Rural,2,4107.542942
Mahadevpura,2 BHK,1192,7500000,Urban,2,6291.946309
Haralur Road,3 BHK,1920,11500000,Urban,3,5989.583333
Hennur,2 BHK,1255,5232000,Rural,2,4168.924303
Rajaji Nagar,2 BHK,1357,11500000,Urban,2,8474.576271
Dodda Kempaiah Layout,3 BHK,1600,7500000,Urban,3,4687.5
Hanumanth Nagar,2 BHK,1225,5511000,Urban,2,4498.77551
Whitefield,4 Bedroom,2400,20000000,Urban,4,8333.333333
Kasturi Nagar,3 BHK,1570,8000000,Urban,3,5095.541401
Thanisandra,2 BHK,1093,7000000,Rural,2,6404.391583
Basaveshwara Nagar,3 BHK,1865,14500000,Urban,3,7774.798928
R.T. Nagar,6 Bedroom,1200,16500000,Urban,6,13750
Kaikondrahalli,2 BHK,1039,8000000,Urban,2,7699.711261
Vittasandra,2 BHK,1246,6450000,Rural,2,5176.565008
Whitefield,3 BHK,1985,7500000,Urban,3,3778.337531
Hosakerehalli,3 BHK,1590,4900000,Urban,3,3081.761006
Hunasamaranahalli,4 Bedroom,4000,67500000,Urban,4,16875
Electronic City Phase II,2 BHK,775,3800000,Urban,2,4903.225806
RWF West Colony,2 BHK,1000,5000000,Urban,2,5000
Hebbal Kempapura,3 BHK,1800,17500000,Urban,3,9722.222222
Bommasandra,2 BHK,1035,4100000,Rural,2,3961.352657
Dasarahalli,3 BHK,1520,7500000,Urban,3,4934.210526
Whitefield,2 BHK,1360,9500000,Urban,2,6985.294118
Bileshivale,4 Bedroom,6000,40000000,Rural,4,6666.666667
Kodigehaali,2 BHK,1117,5600000,Rural,2,5013.428827
KR Puram,4 Bedroom,1200,12000000,Urban,4,10000
EPIP Zone,2 BHK,1330,9250000,Rural,2,6954.887218
Marathahalli,3 BHK,1937,16000000,Urban,3,8260.19618
Electronic City,2 BHK,1128,6549000,Urban,2,5805.851064
Neeladri Nagar,2 BHK,1053,4500000,Urban,2,4273.504274
Panathur,2 BHK,1198,7700000,Rural,2,6427.378965
Marathahalli,2 BHK,1152,5600000,Urban,2,4861.111111
1st Block Jayanagar,6 BHK,1200,12500000,Urban,6,10416.66667
Frazer Town,2 BHK,1625,7500000,Urban,2,4615.384615
Kundalahalli,3 BHK,1397,10500000,Urban,3,7516.105941
Yeshwanthpur,3 BHK,1523,17000000,Rural,3,11162.17991
Kambipura,2 BHK,883,4500000,Urban,2,5096.262741
Kaggalipura,1 BHK,700,3800000,Urban,1,5428.571429
Yelahanka,2 BHK,1170,6250000,Urban,2,5341.880342
Kanakpura Road,3 BHK,1200,4200000,Urban,3,3500
Manayata Tech Park,3 BHK,2400,17000000,Rural,3,7083.333333
Kullappa Colony,2 BHK,1480,6500000,Urban,2,4391.891892
Akshaya Nagar,3 BHK,1897,12000000,Urban,3,6325.777543
Rachenahalli,2 BHK,996,6700000,Urban,2,6726.907631
Haralur Road,3 BHK,1875,11000000,Urban,3,5866.666667
Williams Town,3 BHK,1500,9800000,Urban,3,6533.333333
Jaya Nagar East,3 BHK,3095,35000000,Urban,3,11308.5622
Ambalipura,3 BHK,1390,17500000,Urban,3,12589.92806
Yelahanka,3 BHK,1450,6525500,Urban,3,4500.344828
Yelahanka,1 BHK,697,4500000,Urban,1,6456.241033
Sarjapur  Road,1 BHK,710,2700000,Urban,1,3802.816901
Iggalur,2 BHK,910,3050000,Rural,2,3351.648352
Sompura,3 BHK,1025,4800000,Urban,3,4682.926829
Magadi Road,2 BHK,1000,4650000,Urban,2,4650
Harlur,4 Bedroom,1200,24400000,Rural,4,20333.33333
Horamavu Agara,3 BHK,1453,4648000,Urban,3,3198.89883
Sarjapur  Road,4 BHK,3335,30000000,Urban,4,8995.502249
Thanisandra,2 BHK,971.5,3643500,Rural,2,3750.386001
Bellandur,2 BHK,1281,7400000,Urban,2,5776.736924
Cooke Town,1 BHK,565,3500000,Urban,1,6194.690265
Varthur,2 BHK,1024,4200000,Rural,2,4101.5625
Electronic City,3 BHK,1620,6200000,Urban,3,3827.160494
Whitefield,2 BHK,1254,4000000,Urban,2,3189.792663
Banashankari,3 BHK,1300,7500000,Urban,3,5769.230769
Doddakallasandra,2 BHK,1233,4300000,Rural,2,3487.429035
Chokkanahalli,1 Bedroom,1200,2800000,Urban,1,2333.333333
Hosur Road,3 BHK,1510,10500000,Urban,3,6953.642384
Kaggalipura,2 BHK,950,6500000,Urban,2,6842.105263
Battarahalli,3 BHK,1945,9742000,Urban,3,5008.74036
Uttarahalli,2 BHK,1008,4500000,Urban,2,4464.285714
Thanisandra,3 BHK,1265,7900000,Rural,3,6245.059289
Hebbal,3 BHK,1255,7768000,Urban,3,6189.641434
Kanakpura Road,4 BHK,2689,22000000,Urban,4,8181.480104
Yelenahalli,2 BHK,1200,4617000,Urban,2,3847.5
Sarjapur  Road,3 BHK,1403,5163000,Urban,3,3679.97149
Kudlu Gate,3 BHK,1535,8500000,Rural,3,5537.459283
Chikkaballapur,3 Bedroom,1500,10000000,Rural,3,6666.666667
Chamrajpet,3 BHK,1475,12000000,Urban,3,8135.59322
Uttarahalli,3 BHK,1390,6047000,Urban,3,4350.359712
Raja Rajeshwari Nagar,3 BHK,1278,5376000,Urban,3,4206.57277
VGP Layout,2 BHK,1133,5500000,Urban,2,4854.368932
Classic Paradise Layout,5 Bedroom,1560,14500000,Urban,5,9294.871795
Byappanahalli,5 Bedroom,2900,9000000,Urban,5,3103.448276
Kogilu,2 BHK,1170,5199000,Rural,2,4443.589744
Sahakara Nagar,3 Bedroom,1200,20000000,Urban,3,16666.66667
Whitefield,3 BHK,1697,9479000,Urban,3,5585.73954
Thanisandra,3 BHK,1651,9738000,Rural,3,5898.243489
Vasanth nagar,3 BHK,1560,18800000,Urban,3,12051.28205
Hennur Road,3 BHK,1192,6000000,Urban,3,5033.557047
OMBR Layout,2 BHK,1078,6500000,Urban,2,6029.684601
Kumaraswami Layout,7 Bedroom,800,10500000,Urban,7,13125
Kasavanhalli,2 BHK,1349,7800000,Urban,2,5782.060786
Ulsoor,9 Bedroom,2300,21000000,Rural,9,9130.434783
7th Phase JP Nagar,3 BHK,1680,12000000,Urban,3,7142.857143
Rayasandra,3 BHK,1314,6300000,Rural,3,4794.520548
Garudachar Palya,2 BHK,1060,4870000,Urban,2,4594.339623
Kalyan nagar,2 BHK,820,3900000,Urban,2,4756.097561
Whitefield,4 Bedroom,5000,40000000,Urban,4,8000
BEML Layout,3 BHK,2000,8500000,Urban,3,4250
Kalkere,2 BHK,856,4000000,Rural,2,4672.897196
Rajaji Nagar,3 BHK,1621,13000000,Urban,3,8019.740901
ITPL,3 Bedroom,1200,6840000,Urban,3,5700
Bannerghatta Road,3 BHK,1484,5250000,Urban,3,3537.735849
T.C. Palya,4 Bedroom,600,6000000,Urban,4,10000
Siddapura,4 Bedroom,14000,80000000,Urban,4,5714.285714
Yelahanka New Town,1 BHK,500,2000000,Urban,1,4000
Makali,1 BHK,485,1500000,Rural,1,3092.783505
7th Phase JP Nagar,2 BHK,1050,4200000,Urban,2,4000
Uttarahalli,3 BHK,1617,6668000,Urban,3,4123.685838
Electronic City,2 BHK,550,1600000,Urban,2,2909.090909
RWF West Colony,3 BHK,1384,6228000,Urban,3,4500
Devanahalli,2 BHK,1408,8500000,Urban,2,6036.931818
Uttarahalli,2 BHK,1150,4900000,Urban,2,4260.869565
Akshaya Nagar,3 BHK,1410,7500000,Urban,3,5319.148936
Kaggadasapura,4 BHK,2150,10000000,Urban,4,4651.162791
Koramangala,3 BHK,2292,27500000,Urban,3,11998.2548
Malleshwaram,3 BHK,2006,29700000,Rural,3,14805.58325
Maragondanahalli,3 BHK,1508,7025000,Urban,3,4658.488064
Ramamurthy Nagar,2 BHK,1040,5000000,Urban,2,4807.692308
TC Palaya,2 Bedroom,1240,6000000,Urban,2,4838.709677
Kudlu Gate,3 BHK,1535,7800000,Urban,3,5081.433225
Lakshminarayana Pura,2 BHK,1180,7500000,Urban,2,6355.932203
Abbigere,6 Bedroom,2200,6800000,Urban,6,3090.909091
Bannerghatta Road,2 BHK,1400,7800000,Urban,2,5571.428571
Raja Rajeshwari Nagar,1 BHK,500,2500000,Urban,1,5000
Whitefield,4 Bedroom,4800,52500000,Urban,4,10937.5
Sarjapur  Road,3 BHK,1984,14600000,Urban,3,7358.870968
Whitefield,4 Bedroom,3000,25000000,Urban,4,8333.333333
Garudachar Palya,3 BHK,1960,16000000,Urban,3,8163.265306
Sarjapur  Road,2 BHK,1035,4500000,Urban,2,4347.826087
Vibuthipura,4 Bedroom,2150,8000000,Urban,4,3720.930233
Whitefield,3 BHK,1700,11500000,Urban,3,6764.705882
Hosakerehalli,4 BHK,3024,24800000,Urban,4,8201.058201
Tumkur Road,3 BHK,1586,10000000,Urban,3,6305.17024
Hennur,3 Bedroom,2264,15500000,Urban,3,6846.289753
Chikka Tirupathi,4 Bedroom,2325,12000000,Urban,4,5161.290323
Yelahanka,2 BHK,1120,5500000,Urban,2,4910.714286
Yelahanka,3 BHK,1662,6798000,Urban,3,4090.252708
Sarjapur  Road,2 BHK,1128,5900000,Urban,2,5230.496454
5th Block Hbr Layout,6 Bedroom,1200,25000000,Urban,6,20833.33333
Jigani,2 BHK,924,6500000,Rural,2,7034.632035
Suraksha Nagar,3 BHK,1600,5200000,Urban,3,3250
Pai Layout,2 BHK,1006,3500000,Urban,2,3479.125249
Amruthahalli,2 BHK,1200,5500000,Urban,2,4583.333333
Jalahalli West,2 BHK,1250,6200000,Urban,2,4960
Defence Layout,3 Bedroom,1200,13000000,Urban,3,10833.33333
Kannamangala,2 BHK,957,5600000,Urban,2,5851.619645
Whitefield,2 BHK,1140,4100000,Urban,2,3596.491228
Roopena Agrahara,2 BHK,1050,6700000,Urban,2,6380.952381
Kasturi Nagar,3 BHK,1565,8850000,Urban,3,5654.952077
Whitefield,2 BHK,1190,5700000,Urban,2,4789.915966
Whitefield,3 Bedroom,2842,16200000,Urban,3,5700.211119
Kanakpura Road,3 BHK,1558.67,6500000,Urban,3,4170.222048
Electronics City Phase 1,1 BHK,630,3900000,Urban,1,6190.47619
Whitefield,3 BHK,1403,6081000,Urban,3,4334.283678
Kanakpura Road,3 BHK,1542,8500000,Urban,3,5512.32166
Haralur Road,4 Bedroom,2750,22000000,Urban,4,8000
Iblur Village,4 BHK,3596,29000000,Urban,4,8064.516129
Kengeri Satellite Town,3 BHK,1635,7800000,Urban,3,4770.642202
Mysore Road,2 BHK,1239,5300000,Urban,2,4277.643261
Haralur Road,2 BHK,1194,4700000,Urban,2,3936.348409
Dooravani Nagar,3 BHK,1596,10500000,Urban,3,6578.947368
Channasandra,2 BHK,1009,3834000,Urban,2,3799.801784
Hosa Road,3 BHK,1726,8199000,Urban,3,4750.289687
Kudlu Gate,3 BHK,1535,8600000,Urban,3,5602.605863
Banashankari Stage V,3 BHK,1300,5850000,Urban,3,4500
Whitefield,4 Bedroom,3100,46500000,Urban,4,15000
Coconut Garden,3 BHK,1800,8000000,Urban,3,4444.444444
Binny Pete,1 BHK,665,5075000,Urban,1,7631.578947
Chamrajpet,9 Bedroom,4050,120000000,Urban,9,29629.62963
TC Palaya,3 Bedroom,1500,10000000,Urban,3,6666.666667
Kalkere,2 BHK,925,4800000,Urban,2,5189.189189
Old Airport Road,4 BHK,3356,25100000,Urban,4,7479.141836
Gollahalli,2 BHK,1395,6359000,Rural,2,4558.422939
Sonnenahalli,3 BHK,1415,5500000,Rural,3,3886.925795
Begur,3 BHK,1419,5900000,Urban,3,4157.857646
Kasavanhalli,2 BHK,1121,7800000,Urban,2,6958.073149
Kambipura,3 BHK,1082,4500000,Urban,3,4158.96488
KR Puram,2 BHK,1100,4700000,Urban,2,4272.727273
Hoodi,3 BHK,1606,8955000,Urban,3,5575.965131
Billekahalli,3 BHK,1650,8800000,Urban,3,5333.333333
D Souza Layout,3 BHK,4634,101500000,Urban,3,21903.32326
Old Airport Road,2 BHK,1206,7500000,Urban,2,6218.905473
Sarjapur  Road,3 BHK,1495,6400000,Urban,3,4280.936455
Malleshwaram,8 Bedroom,840,19500000,Urban,8,23214.28571
Electronic City,2 BHK,710,1600000,Urban,2,2253.521127
Balagere,2 BHK,1210,7200000,Urban,2,5950.413223
Nagarbhavi,3 BHK,1523,5340000,Urban,3,3506.237689
Whitefield,2 BHK,1232,4500000,Urban,2,3652.597403
Rachenahalli,1 BHK,680,4400000,Urban,1,6470.588235
Hebbal,3 BHK,1355,8387000,Urban,3,6189.667897
Thanisandra,3 BHK,1430,5146000,Urban,3,3598.601399
Kothannur,3 BHK,1275,4385000,Urban,3,3439.215686
Electronic City,2 BHK,1070,5610000,Urban,2,5242.990654
Bettahalsoor,3 Bedroom,1200,8500000,Rural,3,7083.333333
Electronic City,4 Bedroom,2000,12000000,Urban,4,6000
Bommanahalli,2 BHK,1200,4000000,Urban,2,3333.333333
Marathahalli,3 BHK,1610,9000000,Urban,3,5590.062112
Haralur Road,2 BHK,1140,4300000,Urban,2,3771.929825
Raja Rajeshwari Nagar,2 BHK,1143,3865000,Urban,2,3381.452318
Jakkur,4 BHK,3467.86,24900000,Urban,4,7180.220655
Rachenahalli,3 BHK,1530,7440000,Urban,3,4862.745098
7th Phase JP Nagar,2 BHK,980,6900000,Urban,2,7040.816327
Whitefield,3 BHK,1485,6500000,Urban,3,4377.104377
Whitefield,3 Bedroom,1500,13000000,Urban,3,8666.666667
Whitefield,2 BHK,1280,7500000,Urban,2,5859.375
Thanisandra,2 BHK,1265,8500000,Urban,2,6719.367589
"ECC Road, Whitefield, ",2 BHK,1132,6700000,Urban,2,5918.727915
Ashwath Nagar,2 BHK,1262,6300000,Urban,2,4992.07607
JP Nagar,2 BHK,940,4900000,Urban,2,5212.765957
Seetharampalya,3 BHK,1515,8800000,Urban,3,5808.580858
Jigani,3 BHK,1300,15000000,Rural,3,11538.46154
Kothanur,3 Bedroom,1840,6900000,Urban,3,3750
Electronic City,2 BHK,890,4500000,Urban,2,5056.179775
Rukmaiah Layout,3 BHK,1655,8606000,Urban,3,5200
Hennur Road,3 BHK,2060,14900000,Urban,3,7233.009709
Bommanahalli,3 BHK,1730,9600000,Urban,3,5549.132948
Yelahanka,3 BHK,2195,12700000,Urban,3,5785.876993
Kathriguppe,3 BHK,1650,12500000,Urban,3,7575.757576
KR Puram,2 Bedroom,1200,7100000,Urban,2,5916.666667
Hosa Road,2 BHK,1079,3237000,Urban,2,3000
Panathur,2 BHK,1085,3600000,Urban,2,3317.97235
Maruthi Sevanagar,7 Bedroom,5000,29900000,Urban,7,5980
Yelahanka,2 BHK,1075,5150000,Urban,2,4790.697674
Devanahalli Int. Airport,2 BHK,1380,8000000,Urban,2,5797.101449
Puttanahalli,3 BHK,1450,6500000,Urban,3,4482.758621
Thubarahalli,2 BHK,1200,7800000,Urban,2,6500
Benson Town,3 BHK,3200,35000000,Urban,3,10937.5
Hoodi,3 BHK,1639,9832000,Urban,3,5998.779744
Jakkuru Layout,2 BHK,1200,5400000,Urban,2,4500
Vijayanagar,3 BHK,1739,11600000,Urban,3,6670.500288
Palanahalli,4 Bedroom,4346,50000000,Rural,4,11504.83203
Old Madras Road,2 BHK,935,3272000,Urban,2,3499.465241
 Thanisandra,1 RK,510,2525000,Urban,1,4950.980392
Devasandra Extension,6 Bedroom,1200,18000000,Urban,6,15000
Nagondanahalli,2 BHK,1178,4700000,Urban,2,3989.813243
Chikkalasandra,3 BHK,1375,5000000,Urban,3,3636.363636
Chandapura,3 BHK,1065,3300000,Rural,3,3098.591549
2nd Phase Judicial Layout,3 BHK,1450,5075000,Urban,3,3500
BEML Layout,2 BHK,999,4500000,Urban,2,4504.504505
Amruthahalli,2 BHK,4400,47500000,Urban,2,10795.45455
Marathahalli,5 Bedroom,1350,13500000,Urban,5,10000
Kothannur,2 BHK,1100,4000000,Urban,2,3636.363636
Koramangala,3 BHK,1835,15500000,Urban,3,8446.866485
Hoodi,4 BHK,2090,9510000,Urban,4,4550.239234
Lingadheeranahalli,3 BHK,1519,9300000,Urban,3,6122.44898
Dommasandra,3 BHK,1267,5600000,Urban,3,4419.889503
Sanjay nagar,2 BHK,1150,7220000,Urban,2,6278.26087
Marathahalli,2 BHK,1146,7000000,Urban,2,6108.202443
1st Block HRBR Layout,8 Bedroom,1200,23500000,Urban,8,19583.33333
Kannamangala,3 BHK,1550,6500000,Urban,3,4193.548387
Chandapura,2 BHK,850,1850000,Rural,2,2176.470588
Richmond Town,3 BHK,2200,18700000,Urban,3,8500
"Sarjapur Road, ",3 Bedroom,3329,33000000,Urban,3,9912.886753
Electronics City Phase 1,1 BHK,785,5500000,Urban,1,7006.369427
Hebbal Kempapura,3 BHK,2900,30000000,Urban,3,10344.82759
Raja Rajeshwari Nagar,3 BHK,1610,7400000,Urban,3,4596.273292
Bellandur,2 BHK,921,4000000,Urban,2,4343.10532
Kengeri Satellite Town,3 Bedroom,850,9500000,Urban,3,11176.47059
Bannerghatta Road,5 Bedroom,2700,15800000,Urban,5,5851.851852
Sarjapur  Road,3 BHK,1700,11000000,Urban,3,6470.588235
Sarjapur,2 BHK,1020,3500000,Urban,2,3431.372549
Billekahalli,2 BHK,1090,5200000,Urban,2,4770.642202
Bagalur Main Road,4 Bedroom,3600,30000000,Urban,4,8333.333333
Haralur Road,2 BHK,1027,4400000,Urban,2,4284.323272
Thanisandra,2 BHK,1185,4210000,Urban,2,3552.742616
Doddathoguru,2 BHK,850,2500000,Urban,2,2941.176471
Harlur,2 BHK,1197,8400000,Urban,2,7017.54386
Byadarahalli,4 BHK,3500,45000000,Urban,4,12857.14286
Poorna Pragna Layout,2 BHK,920,3955000,Urban,2,4298.913043
Raja Rajeshwari Nagar,2 BHK,1105,6500000,Urban,2,5882.352941
Yeshwanthpur,3 BHK,1850,10000000,Urban,3,5405.405405
Judicial Layout,3 BHK,1300,6400000,Urban,3,4923.076923
"Varthur Road, ",3 BHK,1595,7600000,Urban,3,4764.890282
Kodihalli,4 BHK,3073,69600000,Urban,4,22648.87732
Horamavu Agara,2 BHK,755,3749000,Urban,2,4965.562914
Nagasandra,5 Bedroom,4050,14000000,Urban,5,3456.790123
Kanakpura Road,3 BHK,1300,6900000,Urban,3,5307.692308
Bannerghatta Road,2 BHK,1215,5000000,Urban,2,4115.226337
Kanakpura Road,2 BHK,900,4600000,Urban,2,5111.111111
Banashankari Stage III,2 BHK,1145,5840000,Urban,2,5100.436681
Chikka Banaswadi,2 BHK,1093,6500000,Urban,2,5946.935041
Babusapalaya,3 BHK,1213,4139000,Urban,3,3412.201154
Bannerghatta Road,3 BHK,1654,10000000,Urban,3,6045.949214
NGR Layout,2 BHK,1105,5248000,Urban,2,4749.321267
Babusapalaya,3 BHK,1611,6600000,Urban,3,4096.834264
Outer Ring Road East,2 BHK,1367,6200000,Urban,2,4535.479151
Devanahalli,2 BHK,1010,5100000,Rural,2,5049.50495
Kavika Layout,3 Bedroom,750,7500000,Urban,3,10000
Vinayaka Nagar,3 BHK,1535,9500000,Urban,3,6188.925081
Anekal,2 BHK,620,2200000,Rural,2,3548.387097
Horamavu Agara,2 BHK,982,4765000,Urban,2,4852.342159
Banashankari Stage II,2 BHK,1700,15000000,Urban,2,8823.529412
Whitefield,2 BHK,1330,7100000,Urban,2,5338.345865
JP Nagar,3 Bedroom,2500,13500000,Urban,3,5400
Poorna Pragna Layout,3 BHK,1475,5899000,Urban,3,3999.322034
Bhoganhalli,3 BHK,1410,6500000,Urban,3,4609.929078
Yelahanka New Town,1 BHK,440,1650000,Urban,1,3750
Yelahanka,3 BHK,1614,9500000,Urban,3,5885.997522
Neeladri Nagar,2 BHK,1363,6800000,Urban,2,4988.994864
Kogilu,2 Bedroom,650,2800000,Urban,2,4307.692308
Dodda Kempaiah Layout,2 BHK,1015,4500000,Urban,2,4433.497537
Horamavu Banaswadi,2 BHK,1156,4600000,Urban,2,3979.238754
Hennur Busstop,2 BHK,1100,6270000,Urban,2,5700
KR Puram,3 BHK,1455,4600000,Urban,3,3161.512027
GB Palya,2 BHK,930,4500000,Urban,2,4838.709677
AMS Layout,3 BHK,1650,8000000,Urban,3,4848.484848
KR Puram,2 Bedroom,1200,9000000,Urban,2,7500
9th Block Jayanagar,1 Bedroom,700,15000000,Urban,1,21428.57143
Karuna Nagar,4 BHK,2900,13500000,Urban,4,4655.172414
Kadugodi,3 BHK,1890,12700000,Urban,3,6719.57672
Ashwathnagar,3 BHK,2197,28000000,Urban,3,12744.6518
Hebbal Kempapura,3 BHK,3522,38000000,Urban,3,10789.32425
Gaurava Nagar,3 BHK,1240,4600000,Urban,3,3709.677419
HRBR Layout,2 BHK,1440,9800000,Urban,2,6805.555556
Kodichikkanahalli,1 BHK,650,3800000,Urban,1,5846.153846
Budigere,1 BHK,764,3200000,Urban,1,4188.481675
Sector 7 HSR Layout,5 Bedroom,900,9000000,Urban,5,10000
Raja Rajeshwari Nagar,3 BHK,1693,5739000,Urban,3,3389.84052
Hoodi,3 BHK,1445,6500000,Urban,3,4498.269896
Kanakpura Road,2 BHK,900,4500000,Urban,2,5000
Singasandra,2 BHK,1030,5500000,Urban,2,5339.805825
Yelahanka,3 BHK,1381,5248000,Urban,3,3800.144823
Basapura,2 BHK,1100,6000000,Urban,2,5454.545455
Hoodi,3 BHK,1575,6639000,Urban,3,4215.238095
Thigalarapalya,2 Bedroom,1200,6500000,Urban,2,5416.666667
Begur Road,2 BHK,1200,4320000,Urban,2,3600
Kasturi Nagar,2 BHK,1080,8000000,Urban,2,7407.407407
Hebbal Kempapura,5 Bedroom,2280,20000000,Urban,5,8771.929825
Akshaya Nagar,3 BHK,1360,8500000,Urban,3,6250
Jakkur,3 BHK,1865,12400000,Urban,3,6648.793566
Sarjapur  Road,3 BHK,1157,7500000,Urban,3,6482.281763
Kammasandra,2 BHK,674,2900000,Urban,2,4302.670623
